Year,Pick,Class,DD Age,Height,Player,Team,Conference,Role,All-Rookie,All-Defense,All-NBA,RAPM,O SOS,D SOS,NET SOS,O Possessions,D Possessions,Games Played,Min%,PRPG!,D-PRPG,BPM,OBPM,DBPM,ORtg,D-Rtg,NetRtg,eFG,TS,OR,DR,Usg,Ast,Ast/Usg,TO,TOV/Usg,A:U x TO:U,A/TO,Blk,Stl,STOCK%,FC/40,Dunk FGM,Dunk FGA,Dunk%,Dunk Freq,Dunk Ast'd  %,Rim FGM,Rim FGA,Rim%,Rim Freq,rim diff vs T100,Rim Ast'd %,Far2 FGM,Far2 FGA,Far2%,Far2 Freq,Far2 Ast'd %,FTM,FTA,FT%,FTR,2PT FGM,2PT FGA,2PT%,2PT Freq,3PR,3P/100,3PT FGM,3PT FGA,3PT%,Three Ast'd %,TOT FGA,Total Ast'd %,Moreyball,FTA/100,Dunks/100,Rim Attmepts/100,Far 2 Attempts/100,Unassited Rim Makes/100,Unassited Far 2 Makes/100,Unassited 3 Makes/100,Unassited Points/100,Rim:NonRim,vs T100,Games Played vs T100,Min% vs T100,PRPG! vs T100,D-PRPG vs T100,BPM vs T100,OBPM vs T100,DBPM vs T100,ORtg vs T100,D-Rtg vs T100,NetRtg vs T100,eFG vs T100,TS vs T100,OR vs T100,DR vs T100,Usg vs T100,Ast vs T100,Ast/Usg vs T100,TO vs T100,A/TO vs T100,Blk vs T100,Stl vs T100,FTR vs T100,FC/40 vs T100,Dunk FGM vs T100,Dunk FGA vs T100,Dunk% vs T100,Dunk Freq vs T100,Rim FGM vs T100,Rim FGA vs T100,Rim% vs T100,Rim Freq vs T100,Far2 FGM vs T100,Far2 FGA vs T100,Far2% vs T100,Far2 Freq vs T100,FTM vs T100,FTA vs T100,FT% vs T100,2PT FGM vs T100,2PT FGA vs T100,2PT% vs T100,2PT Freq vs T100,3PR vs T100,3P/100 vs T100,3PT FGM vs T100,3PT FGA vs T100,3PT% vs T100,Total FGA vs T100,COMBINE,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,BENCH_PRESS,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,MODIFIED_LANE_AGILITY_TIME,BMI,PLAYTYPE,off_style_rim_attack,Rim Attack Vol,Rim Attack PPP,_off_style_attack_kick,Attack & Kick Vol,Attack & Kick PPP,pctile_off_style_perimeter_sniper,Ast 3 Vol,Ast 3 PPP,off_style_dribble_jumper_pct,OTD 3 Vol,OTD 3 PPP,off_style_mid_range_pct,Mid Range Vol,Mid Range PPP,pctile_off_style_hits_cutter_pct,Hits Cutter Vol,Hits Cutter PPP,pctile_off_style_perimeter_cut_pct,Perimeter Cutter Vol,Perimeter Cutter PPP,pctile_off_style_pnr_passer_pct,PNR Passer Vol,PNR Passer PPP,pctile_off_style_big_cut_roll_pct,PnR Roller Vol,PnR Roller PPP,pctile_off_style_post_up_pct,Post Up Vol,Post Up PPP,pctile_off_style_post_kick_pct,Inside Out Vol,Inside Out PPP,pctile_off_style_pick_pop_pct,Pick & Pop Vol,Pick & Pop PPP,pctile_off_style_high_low_pct,High Low Vol,High Low PPP,pctile_off_style_reb_scramble_pct,Reb & Scramble Vol,Reb & Scramble PPP,transition_pct,Transition Vol,Transition PPP,pctile_off_style_rim_attack_pct,Rim Attack Vol%,Rim Attack PPP%,pctile_off_style_attack_kick_pct,Attack & Kick Vol%,Attack & Kick PPP%,pctile_off_style_perimeter_sniper_pct,Ast 3 Vol%,Ast 3 PPP%,pctile_off_style_dribble_jumper_pct,OTD 3 Vol%,OTD 3 PPP%,pctile_off_style_mid_range_pct,Mid Range Vol%,Mid Range PPP%,pctile_off_style_hits_cutter_pct.1,Hits Cutter Vol%,Hits Cutter PPP%,pctile_off_style_perimeter_cut_pct.1,Perimeter Cutter Vol%,Perimeter Cutter PPP%,pctile_off_style_pnr_passer_pct.1,PNR Passer Vol%,PNR Passer PPP %,pctile_off_style_big_cut_roll_pct.1,PnR Roller Vol%,PnR Roller PPP%,pctile_off_style_post_up_pct.1,Post Up Vol%,Post Up PPP%,pctile_off_style_post_kick_pct.1,Inside Out Vol%,Inside Out PPP%,pctile_off_style_pick_pop_pct.1,Pick & Pop Vol%,Pick & Pop PPP%,pctile_off_style_high_low_pct.1,High Low Vol%,High Low PPP%,pctile_off_style_reb_scramble_pct.1,Reb & Scramble Vol%,Reb & Scramble PPP%,transition_pct.1,Transition Vol%,Transition PPP%,DOB,stops,pfr,adrtg,adjoe,Hometown,rec_rank,adjusted pace,mp
2023,13,Fr,19.587,80,Gradey Dick,Kansas,B12,Wing F,No,No,No,7.7143,111.1876,97.5168,13.6708,2047,2047,36,81.2,4,4.2,6.5,4.3,2.3,115.3,91.8,23.5,54.7,58.1,4,13.5,19.2,9.4,0.49,11.4,0.59,0.29,1.3,0.8,2.5,3.3,2.6,15,16,0.938,0.04,86.67,62,101,0.614,0.26,0.10%,59.68,29,87,0.333,0.22,44.83,76,89,0.854,22.6,91,188,0.484,0.48,0.523,10,83,206,0.403,79.52,394,66.67,0.783,4.35,0.73,4.93,4.25012213,1.22,0.78,0.83,6.5,0.34,,30,82.3,3.9,4.2,6.1,3.9,2.1,112.4,92.2,20.2,53,57,3.5,13.2,18.9,8.8,0.466,11.6,1.2,0.8,2.4,24.6,2.7,11,11,1,0.03,46,75,0.613,0.23,25,74,0.338,0.23,69,79,0.873,71,149,0.477,0.46,53.6,9.9,66,172,0.384,321,,SG,78.25,6' 6.25'',,,204,80.75,6' 8.75'',101,8' 5.00'',,8.25,9,,29,34,11.13,3.5,2.98,23.42161296,,0.0391,0.0123,0.9377,0.0181,0.0057,0.9447,0.0152,0.0048,1.194,0,0,0,0.0275,0.0086,0.7768,0.0601,0.0189,1.2293,0.0401,0.0126,1.3668,0.0105,0.0033,1.1676,0.1525,0.048,1.3665,0.2397,0.0754,0.8745,0.1077,0.0339,0.8888,0.0302,0.0095,1.4816,0.0471,0.0148,1.0965,0.0696,0.0219,1.6726,0.1426,0.0448,1.4815,0.01234568,0.04526749,0.83539095,0.00917431,0.00458716,0.39449541,0.00416667,0.00416667,0.9375,0.00980392,0.00980392,0.00980392,0.03108808,0.04663212,0.76683938,0.76870748,0.82993197,0.95918367,0.39240506,0.50632911,0.85443038,0.00628931,0.00628931,0.89308176,0.44210526,0.74736842,0.86315789,0.64772727,0.82954545,0.86931818,0.63333333,0.85555556,0.34444444,0.10714286,0.17857143,1,0.5,0.70588235,0.82352941,0.46861925,0.62343096,0.9874477,0.54054054,0.75675676,0.94932432,2003-11-20,221.254,2.6,91.7674,122.556,"Wichita, KS",96.2,,15.8286
2023,14,So,21.1476,77,Jordan Hawkins,Connecticut,BE,Wing G,No,No,No,7.1659,110.3638,99.1215,11.2423,1827,1820,37,69.6,4.6,3.7,7.4,6.1,1.2,121.2,92.5,28.7,53.1,58.4,3.9,10.8,22.7,8.2,0.361,11.9,0.52,0.19,0.9,1.8,1.4,3.2,3,9,13,0.692,0.03,66.67,49,89,0.551,0.2,2.70%,42.86,24,75,0.32,0.17,25,125,141,0.887,31.7,73,164,0.445,0.37,0.631,15.2,109,281,0.388,89.91,445,68.68,0.831,7.72,0.49,4.87,4.105090312,1.53,0.99,0.6,6.84,0.25,,27,75.2,5.3,3.8,8.7,6.9,1.8,121.8,92.7,29.1,54,59.8,3.9,10.6,23.5,8.6,0.366,13.1,0.8,1.6,1.6,35,3.3,4,6,0.667,0.02,33,63,0.524,0.19,20,54,0.37,0.16,104,115,0.904,53,117,0.453,0.36,64.4,15.5,83,212,0.392,329,,SG,76.25,6' 4.25'',,,186,78.75,6' 6.75'',101.5,8' 5.50'',,8.25,8.75,,,,,,,22.48995431,,0.2022,0.058,0.9687,0.0419,0.012,1.0041,0.2583,0.0741,1.1882,0.0354,0.0102,1.0735,0.0527,0.0151,0.6282,0.0176,0.005,1.1407,0.0488,0.014,1.2727,0.0541,0.0155,1.1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1021,0.0293,1.2723,0.1869,0.0536,1.1274,0.48924122,0.58776897,0.9218573,0.04533333,0.076,0.64,0.80093132,0.93131548,0.92316647,0.17492711,0.19241983,0.86880466,0.20689655,0.27742947,0.26175549,0.00790514,0.00197628,0.90513834,0.41142857,0.47238095,0.76761905,0.35860656,0.3954918,0.94262295,0.00352113,0.00352113,0.00352113,0.0021097,0.0021097,0.0021097,0.00367647,0.00367647,0.00367647,0.00625,0.00625,0.00625,0.01639344,0.01639344,0.01639344,0.68765133,0.81961259,0.67917676,0.86372745,0.91482966,0.36472946,2002-04-29,180.326,3,92.5443,132.465,"Gaithersburg, MD",90.2,,34
2023,15,So,19.7513,76,Kobe Bufkin,Michigan,B10,Combo G,No,No,No,6.8163,109.9484,100.0325,9.9159,1869,1866,33,80.7,3.6,3.9,5.8,3,2.8,111.2,95.6,15.6,54.2,57.8,2.6,12,21.6,17.4,0.806,15.7,0.73,0.59,1.5,2.1,2.3,4.4,2.9,12,13,0.923,0.04,41.67,86,125,0.688,0.35,2.10%,26.74,44,113,0.389,0.31,27.27,73,86,0.849,24,130,238,0.546,0.66,0.337,6.4,43,121,0.355,67.44,359,36.99,0.687,4.6,0.64,6.69,6.046013911,3.37,1.71,0.75,12.41,0.53,,23,82,4.3,4,6.4,3.6,2.8,112.6,95.2,17.4,53.6,57.7,2.1,12.1,21.1,17.3,0.82,14.6,1.6,2,2.2,25.5,2.7,8,8,1,0.03,58,87,0.667,0.35,30,83,0.361,0.33,56,64,0.875,88,170,0.518,0.68,32.3,6.1,31,81,0.383,251,,SG,76.25,6' 4.25'',,,186.8,79.75,6' 7.75'',102.5,8' 6.50'',,8,9.25,,29,36,11.71,3.26,,22.5866853,,0.1003,0.031,0.7269,0.0234,0.0072,0.9443,0.0742,0.023,0.944,0.0481,0.0149,0.9439,0.0425,0.0132,0.7161,0.0218,0.0067,1.0481,0.0079,0.0025,1.3244,0.0449,0.0139,0.8869,0.015,0.0046,1.4252,0.2171,0.0672,0.7084,0.0541,0.0168,0.8538,0.0591,0.0183,0.982,0.0472,0.0146,0.8407,0.0714,0.0221,1.2,0.173,0.0535,1.059,0.15767635,0.2780083,0.3153527,0.00947867,0.01895735,0.49763033,0.13278008,0.19087137,0.54356846,0.41489362,0.45744681,0.65957447,0.10106383,0.20744681,0.59574468,0.02777778,0.03472222,0.59027778,0.00694444,0.00694444,0.86111111,0.2244898,0.32653061,0.16326531,0.01149425,0.01149425,0.98850575,0.61904762,0.79166667,0.44642857,0.24050633,0.40506329,0.26582278,0.38888889,0.48148148,0.66666667,0.48387097,0.64516129,0.12903226,0.468,0.644,0.6,0.74061433,0.86006826,0.221843,2003-09-21,208.662,2.9,95.5819,118.765,"Grand Rapids, MI",91.4,,28.6667
2023,15,Fr,20.1839,84,Kel'el Ware,Oregon,P12,PF/C,Yes,No,No,3.0524,109.0916,98.3725,10.7191,898,913,35,38.3,1.6,2.2,6.4,3.2,3.3,107.1,89.8,17.3,49.7,53.4,7.3,21.7,21.8,6.8,0.312,13.4,0.61,0.19,0.7,8.8,1.4,10.2,2.5,27,37,0.73,0.2,74.07,44,70,0.629,0.38,-2.40%,59.09,26,61,0.426,0.33,30.77,47,66,0.712,35.5,70,131,0.534,0.7,0.296,6,15,55,0.273,93.33,186,56.47,0.676,7.35,3.01,7.8,6.792873051,2,2,0.11,8.35,0.6,,25,37.5,1.5,2,4.6,2.6,2,102.6,92.7,9.9,46.6,51.2,7.8,20.6,22,3.8,0.173,13.2,0.4,8.4,0.9,33.6,2.4,21,27,0.778,0.2,32,49,0.653,0.37,17,45,0.378,0.34,34,45,0.756,49,94,0.521,0.7,29.9,6.1,9,40,0.225,134,,C,83.75,6' 11.75'',,,230,88.5,7' 4.50'',112.5,9' 4.50'',,9.5,10.25,,32.5,36,10.97,3.29,2.91,23.05226108,,0.2221,0.0589,0.7599,0.1271,0.0337,1.0405,0.1188,0.0315,1.1724,0.0191,0.0051,1.074,0.0339,0.009,0.6395,0.0548,0.0145,1.1592,0.083,0.022,1.0458,0.0494,0.0131,0.9682,0,0,0,0.0096,0.0026,0.8049,0,0,0,0,0,0,0,0,0,0.0673,0.0178,1.2988,0.2149,0.057,1.3022,0.5924225,0.60275545,0.43513203,0.55776892,0.5750332,0.81938911,0.31079478,0.32977461,0.91221827,0.01186944,0.00296736,0.88130564,0.0371567,0.03877221,0.2907916,0.5560166,0.53112033,0.91701245,0.74081633,0.77959184,0.26530612,0.28242678,0.28661088,0.43514644,0.00369004,0.00369004,0.00369004,0.00210084,0.00210084,0.66806723,0.00393701,0.00393701,0.00393701,0.00632911,0.00632911,0.00632911,0.01754386,0.01754386,0.01754386,0.45050761,0.48730964,0.74111675,0.94189602,0.92864424,0.75433231,2004-04-20,125.775,2.5,89.7908,116.713,"North Little Rock, AR",98.2,,33.0625
2023,16,Fr,19.6198,76,Keyonte George,Baylor,B12,Combo G,Yes,No,No,4.8455,109.9996,98.6754,11.3242,1589,1571,33,69.3,3.5,3.1,4.7,4.2,0.4,102.7,97.9,4.8,47,52.4,4.2,13.6,29.8,20,0.671,19.8,0.66,0.44,1,0.7,2.3,3,3,3,4,0.75,0.01,66.67,38,65,0.585,0.16,4.00%,39.47,40,119,0.336,0.29,30,119,150,0.793,36.4,78,184,0.424,0.45,0.553,14.2,77,228,0.338,63.64,412,49.03,0.713,9.44,0.19,4.09,7.488986784,1.45,1.76,1.76,11.71,0.19,,25,68.4,3.6,2.7,3.9,3.8,0.1,99.5,101.9,-2.4,46,51.7,3.2,13.5,30.4,16.4,0.539,19.5,0.7,0.6,2.3,37.1,3.2,2,2,1,0.01,30,55,0.545,0.17,34,95,0.358,0.3,93,117,0.795,64,150,0.427,0.48,52.4,13.8,54,165,0.327,315,,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-11-08,168.925,3,97.906,122.345,"Lewisville, TX",98.8,,35.2812
2023,17,Sr,23.1873,78,Dalton Knecht,Northern Colorado,BSky,Wing F,No,No,No,-0.0068,106.1235,105.8437,0.2798,1894,1873,31,87.5,3.8,2.6,4.2,5.3,-1.1,110.4,108.2,2.2,55.8,58.5,2.4,21.7,26.8,11.3,0.422,13.1,0.49,0.21,0.8,1.7,1.2,2.9,1.7,26,26,1,0.05,57.69,98,149,0.658,0.31,8.30%,31.63,55,131,0.42,0.28,12.73,94,123,0.764,25.8,153,280,0.546,0.59,0.412,10.3,75,196,0.383,66.67,476,38.6,0.722,6.49,1.37,7.87,6.916578669,3.54,2.53,1.32,16.1,0.46,,6,84.2,2.5,2,0.4,2.7,-2.4,96.1,111.8,-15.7,53.8,55.6,3.1,23.4,26.1,9.5,0.364,19.4,0.4,1.4,1.1,26.6,2,6,6,1,0.08,23,40,0.575,0.51,7,20,0.35,0.25,14,21,0.667,20,44,0.455,0.56,44.3,9.8,15,35,0.429,79,,SF,77.25,6' 5.25'',,,212.2,81,6' 9.00'',103.5,8' 7.50'',,8.5,9.5,,31,39,10.56,3.07,2.79,24.99791163,,0.1333,0.029,0.7826,0.1771,0.0385,0.9993,0.1694,0.0368,0.8611,0.0186,0.004,0,0.0993,0.0216,0.6496,0.0159,0.0035,0.9649,0.0523,0.0114,1.1491,0.0862,0.0187,0.968,0,0,0,0.0681,0.0148,0.5742,0,0,0,0,0,0,0,0,0,0.0526,0.0114,0.8403,0.1271,0.0276,1.287,0.21867008,0.20332481,0.50895141,0.77984496,0.62635659,0.61550388,0.52741514,0.41644909,0.35248042,0.01123596,0.00374532,0.01123596,0.70275229,0.48073394,0.30642202,0.00277778,0.00277778,0.3,0.43466667,0.24266667,0.50933333,0.6675063,0.4534005,0.46599496,0.00434783,0.00434783,0.00434783,0.2313253,0.17831325,0.12289157,0.00485437,0.00485437,0.00485437,0.00757576,0.00757576,0.00757576,0.0212766,0.0212766,0.0212766,0.26687598,0.12872841,0.10989011,0.40660592,0.29726651,0.72209567,2001-04-19,202.841,1.7,108.179,118.453,"Thornton, CO",,,33.2432
2023,17,Fr,20.0086,78,Jalen Hood-Schifino,Indiana,B10,Wing G,No,No,No,4.2313,110.7311,100.1442,10.5869,1800,1779,32,75.3,2,3.6,-0.4,-0.2,-0.1,94.7,97.7,-3,46.3,49.2,1.6,12,25.2,20.2,0.802,19.4,0.77,0.62,1.3,0.8,1.4,2.2,2.9,4,4,1,0.01,50,41,76,0.539,0.19,2.10%,17.07,90,216,0.417,0.54,22.22,59,76,0.776,18.9,131,292,0.449,0.72,0.275,6.1,37,111,0.333,59.46,403,29.17,0.465,4.22,0.22,4.22,12,1.89,3.89,0.83,14.06,0.23,,24,79,2.4,3.4,-0.2,0.2,-0.4,94.1,100.8,-6.7,46.3,49.1,1.6,11.4,25.6,19,0.742,18.7,1.2,1,1.3,16.8,3,4,4,1,0.01,29,56,0.518,0.17,76,183,0.415,0.56,44,55,0.8,105,239,0.439,0.73,26.9,6.3,31,88,0.352,327,,PG,76.25,6' 4.25'',,,216.6,82.25,6' 10.25'',100.5,8' 4.50'',,9,9.75,,,,,,,26.18991454,,0.1346,0.0353,0.9408,0.1493,0.0392,0.986,0.1798,0.0472,1.2018,0.0118,0.0031,1.1005,0.122,0.032,0.7043,0.03,0.0079,1.0995,0.064,0.0168,1.396,0.0479,0.0126,1.114,0,0,0,0.0105,0.0028,0.7203,0,0,0,0,0,0,0,0,0,0.0646,0.017,1.3647,0.1855,0.0487,1.2938,0.28395062,0.34567901,0.8436214,0.69724771,0.67889908,0.59174312,0.58333333,0.62083333,0.94166667,0.00980392,0.00980392,0.90196078,0.93264249,0.89637306,0.58031088,0.17006803,0.14285714,0.68707483,0.6835443,0.70253165,0.88607595,0.23899371,0.25157233,0.73584906,0.01052632,0.01052632,0.01052632,0.00568182,0.00568182,0.48295455,0.01111111,0.01111111,0.01111111,0.01785714,0.01785714,0.01785714,0.02941176,0.02941176,0.02941176,0.43933054,0.46443515,0.82008368,0.84459459,0.83108108,0.76351351,2003-06-19,173.209,2.9,97.6795,104.827,"Pittsburgh, PA",95.6,,30.375
2023,18,Sr,22.3386,79,Jaime Jaquez Jr.,UCLA,P12,Wing F,Yes,No,No,8.7704,109.7701,100.016,9.7541,2053,2029,37,83.1,4.8,5.2,9.5,6.1,3.5,113.1,84,29.1,51.1,54.3,9,20.2,27.2,14.6,0.537,11.9,0.44,0.24,1.3,2.2,2.8,5,2.2,17,19,0.895,0.03,58.82,143,234,0.611,0.43,4.50%,50.35,85,205,0.415,0.38,35.29,104,135,0.77,24.9,228,439,0.519,0.81,0.192,5,33,104,0.317,87.88,543,50.19,0.622,6.58,0.83,11.4,9.985387238,3.46,2.68,0.19,12.86,0.76,,26,87.5,5.3,5.3,10.1,6.5,3.5,110.5,85.3,25.2,48.1,52.1,8.9,20,28.4,16.5,0.581,11.2,1.4,2.3,2.6,26.3,2.1,12,14,0.857,0.03,98,173,0.566,0.42,64,162,0.395,0.39,87,109,0.798,162,335,0.484,0.81,19.3,5.3,25,80,0.313,415,,SF,78,6' 6.00'',,,226.4,81.5,6' 9.50'',99.5,8' 3.50'',,8.5,9.5,,34.5,39,11.21,3.33,,26.16028928,,0.2842,0.0948,0.9197,0.0919,0.0307,1.0546,0.0954,0.0318,0.9766,0.0175,0.0058,0.8456,0.1568,0.0523,0.7876,0.0309,0.0103,1.1565,0.1287,0.043,1.2317,0.0185,0.0062,1.2872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692,0.0231,1.2472,0.1069,0.0357,1.1649,0.8403171,0.89467724,0.84484711,0.32133333,0.52266667,0.84,0.22118743,0.35157159,0.57392317,0.0058309,0.00874636,0.39067055,0.97648903,0.99216301,0.71003135,0.11857708,0.23517787,0.93280632,0.91238095,0.98285714,0.67238095,0.00819672,0.0102459,1,0.00352113,0.00352113,0.00352113,0.0021097,0.0021097,0.0021097,0.00367647,0.00367647,0.00367647,0.00625,0.00625,0.00625,0.01639344,0.01639344,0.01639344,0.46610169,0.66464891,0.63922518,0.29859719,0.59018036,0.45290581,2001-02-18,266.706,2.2,83.9827,129.091,"Camarillo, CA",82.6,,30.9429
2023,18,So,22.3057,74,Walter Clayton Jr.,Iona,MAAC,Combo G,No,No,No,4.3495,103.5736,105.2202,-1.6466,1667,1645,32,69.2,4.1,3.7,8.6,5.4,3.2,119.2,94.2,25,54.5,59.7,2.1,13.8,25.3,20.8,0.822,13.6,0.54,0.44,1.8,2,3.5,5.5,3.2,7,8,0.875,0.02,71.43,57,111,0.514,0.28,15.70%,38.6,53,122,0.434,0.31,16.98,102,107,0.953,26.8,110,233,0.472,0.58,0.418,10,72,167,0.431,75,400,46.7,0.698,6.42,0.42,6.66,7.318536293,2.1,2.64,1.08,12.72,0.38,,6,79.2,5.2,3,9.1,7.1,2,123,101.7,21.3,54.9,60.9,4,14.5,23.6,18,0.763,10.4,2.3,2.5,2.1,28.2,3.4,1,1,1,0.01,5,14,0.357,0.2,13,24,0.542,0.34,20,20,1,18,38,0.474,0.54,46.5,10.2,14,33,0.424,71,,PG-SG,74,6' 2.00'',,,199,76,6' 4.00'',97.5,8' 1.50'',,8.25,9.75,,29.5,37,10.52,3.14,2.81,25.5472973,,0.0615,0.0165,0.872,0.0185,0.005,0.9426,0.0221,0.0059,0.6901,0.0176,0.0047,0.617,0.0204,0.0055,0.6433,0.0273,0.0073,1.1426,0.0218,0.0058,1.2972,0.0135,0.0036,1.0748,0.0807,0.0216,1.3244,0.3074,0.0824,0.8091,0.0996,0.0267,0.8849,0.0551,0.0148,0.7366,0.0442,0.0118,1.0675,0.0844,0.0226,1.3534,0.1259,0.0338,0.9932,0.06995885,0.08641975,0.67489712,0.00917431,0.00458716,0.38073394,0.00833333,0.00416667,0.09583333,0.01960784,0.00980392,0.08823529,0.01036269,0.00518135,0.35751295,0.11564626,0.0952381,0.83673469,0.05696203,0.01898734,0.70253165,0.00628931,0.00628931,0.60377358,0.16842105,0.2,0.73684211,0.77840909,0.86363636,0.73863636,0.55555556,0.7,0.32222222,0.39285714,0.44642857,0.125,0.44117647,0.41176471,0.76470588,0.56066946,0.63598326,0.80753138,0.40540541,0.48986486,0.15878378,2003-03-06,204.524,3.2,94.2441,126.5,"Lake Wales, FL",,,36
2023,18,Jr,23.1161,81,Tristan da Silva,Colorado,P12,Wing F,No,No,No,5.5387,107.9768,99.5236,8.4532,1871,1869,35,77.4,3.7,3.8,6.1,4.3,1.8,109.9,94.1,15.8,56,58.5,4.5,13.2,23.6,9.6,0.407,15.8,0.67,0.27,0.7,1.3,2.3,3.6,2.5,12,15,0.8,0.04,50,92,148,0.622,0.35,1.50%,50,65,140,0.464,0.33,44.62,80,106,0.755,24.9,157,288,0.545,0.68,0.322,7.3,54,137,0.394,88.89,425,58.29,0.672,5.67,0.64,7.91,7.48262961,2.46,1.92,0.32,9.73,0.53,,22,75.8,3.7,3.7,5.2,3.7,1.6,106.7,93.7,13,54.9,58.3,4,11.1,24,9,0.375,17.1,0.5,1,2,27.6,2.6,7,9,0.778,0.04,54,89,0.607,0.35,36,82,0.439,0.32,56,70,0.8,90,171,0.526,0.67,32.7,7.3,33,83,0.398,254,,PF,80.25,6' 8.25'',,,216.8,82.25,6' 10.25'',104.5,8' 8.50'',,9,9.5,,28.5,35.5,10.81,3.09,2.82,23.6659815,,0.3017,0.0741,0.628,0.1207,0.0296,0.8735,0.059,0.0145,0.4378,0.0115,0.0028,0,0.104,0.0255,0.6018,0.0382,0.0094,1.0159,0.0786,0.0193,0.9861,0.0391,0.0096,0.9236,0,0,0,0.0121,0.003,0.536,0,0,0,0,0,0,0,0,0,0.0996,0.0245,1.1527,0.1354,0.0332,1.2719,0.89207807,0.76578645,0.13547646,0.51792829,0.49269588,0.16733068,0.07117438,0.04507711,0.01304864,0.00296736,0.00296736,0.00890208,0.78352181,0.6720517,0.20193861,0.26970954,0.17219917,0.48962656,0.71428571,0.71020408,0.17959184,0.13389121,0.11297071,0.27824268,0.00369004,0.00369004,0.00369004,0.00420168,0.00210084,0.07773109,0.00393701,0.00393701,0.00393701,0.00632911,0.00632911,0.00632911,0.01754386,0.01754386,0.01754386,0.68020305,0.7106599,0.48857868,0.5158002,0.50866463,0.70030581,2001-05-15,202.753,2.5,94.0992,121.553,"Munich, Germany",,,27.2692
2023,19,So,20.3207,77,Brandin Podziemski,Santa Clara,WCC,Wing G,Yes,No,No,6.8955,108.3018,103.696,4.6058,1964,1957,31,86.2,5.4,4.2,10,7.5,2.5,120.5,95.2,25.3,57.6,60.8,5.5,21,25.5,20.8,0.816,14,0.55,0.45,1.6,1.3,2.8,4.1,2.1,7,9,0.778,0.02,14.29,75,121,0.62,0.27,2.40%,26.67,62,146,0.425,0.33,20.97,111,144,0.771,32.3,137,267,0.513,0.6,0.401,9,80,179,0.447,57.5,446,36.41,0.671,7.33,0.36,6.16,7.433808554,2.8,2.49,1.73,15.78,0.37,,12,87.3,4.7,4.1,6.5,5.2,1.3,110.6,95.4,15.2,51,55.9,5.5,18.4,24.5,17.5,0.714,16.2,1.2,0.7,2.3,33.3,2.2,3,3,1,0.02,28,47,0.596,0.3,17,59,0.288,0.38,43,52,0.827,45,106,0.425,0.68,32.1,6.8,23,50,0.46,156,,SG,75.75,6' 3.75'',,,203.8,77.5,6' 5.50'',96.5,8' 0.50'',,8.25,10,,31.5,39,11.16,3.21,3.2,24.96860221,,0.1179,0.0231,1.0029,0.0924,0.0181,1.0539,0.0494,0.0097,0.4349,0.0187,0.0037,0,0.0417,0.0082,1.0741,0.052,0.0102,1.308,0.2156,0.0423,1.3204,0.0315,0.0062,1.145,0.0479,0.0094,1.3314,0.0386,0.0076,1.008,0.0273,0.0054,1.0345,0.0104,0.0021,0.4614,0.012,0.0024,1.2104,0.0791,0.0155,1.5228,0.1654,0.0325,1.2872,0.16879795,0.12915601,0.95140665,0.29767442,0.17829457,0.81395349,0.03785901,0.00913838,0.02219321,0.01123596,0.00374532,0.01123596,0.06238532,0.0146789,0.98899083,0.46944444,0.16666667,1.00277778,0.98933333,0.984,0.848,0.04534005,0.00251889,0.9395466,0.05217391,0.03478261,0.89130435,0.0746988,0.01445783,0.98313253,0.02427184,0.00485437,0.86893204,0.00757576,0.00757576,0.03787879,0.0212766,0.0212766,1.0212766,0.51177394,0.32182104,0.92464678,0.68906606,0.43394077,0.72323462,2003-02-25,247.88,2.1,95.2363,131.38,"Greenfield, WI",78.6,,28.9032
